1914245902.15877,-228511.241409366,0,0,0,0,0,0,0,0,0,-956823067.560474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-599767.037819857,-228511.241409366
-228511.241409366,14637834.018362,0,0,0,0,0,0,0,0,1650848.8762965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14033336.8966027,-3.72529029846191e-09,228511.241409366,56931.6536843576
0,0,7377513.96531581,228511.241409366,0,0,0,0,-228511.241409366,56931.6536843576,0,0,-14033336.8966027,0,0,0,0,0,0,0,0,1650848.8762965,0,0,0,14033336.8966027,0,0,0
0,0,228511.241409366,957422834.598294,0,0,0,0,-599767.037819857,228511.241409366,0,0,0,0,0,0,0,0,0,0,0,0,-956823067.560474,0,0,0,0,0,0
0,0,0,0,14755027.9306316,1.16415321826935e-10,0,0,0,0,56931.6536843576,-228511.241409366,-14033336.8966027,1650848.8762965,0,0,0,0,0,0,0,0,0,56931.6536843576,228511.241409366,-1.86264514923096e-08,14033336.8966027,0,1650848.87629651
0,0,0,0,1.16415321826935e-10,1914845669.19659,0,0,0,0,228511.241409366,-599767.037819857,0,0,-956823067.560474,0,0,0,0,0,0,0,0,-228511.241409366,-599767.037819857,0,0,-956823067.560474,0
0,0,0,0,0,0,7377513.96531581,-228511.241409366,0,0,1650848.8762965,0,-14033336.8966027,56931.6536843576,228511.241409366,0,0,0,0,0,0,0,0,0,0,14033336.8966027,0,0,0
0,0,0,0,0,0,-228511.241409366,957422834.598294,0,0,0,-956823067.560474,0,-228511.241409366,-599767.037819857,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-228511.241409366,-599767.037819857,0,0,0,0,958022601.636114,1.16415321826935e-10,0,0,0,228511.241409366,-599767.037819857,0,0,0,0,0,0,0,0,0,-956823067.560474,0,0,0,0
0,0,56931.6536843576,228511.241409366,0,0,0,0,1.16415321826935e-10,7494707.87758539,0,0,-14033336.8966027,56931.6536843576,-228511.241409366,0,0,0,0,0,0,0,0,1650848.8762965,0,14033336.8966027,0,0,0
0,1650848.8762965,0,0,56931.6536843576,228511.241409366,1650848.8762965,0,0,0,14637834.018362,-228511.241409366,-14033336.8966027,0,0,0,0,0,0,0,0,0,0,0,0,1.86264514923096e-09,14033336.8966027,0,0
-956823067.560474,0,0,0,-228511.241409366,-599767.037819857,0,-956823067.560474,0,0,-228511.241409366,1914245902.15877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-14033336.8966027,0,-14033336.8966027,0,-14033336.8966027,0,0,-14033336.8966027,-14033336.8966027,0,176797945.15405,-14033336.8966027,0,0,0,0,0,0,0,-14033336.8966027,0,-14033336.8966027,0,-176797945.15405,0,0,0
0,0,0,0,1650848.8762965,0,56931.6536843576,-228511.241409366,228511.241409366,56931.6536843576,0,0,-14033336.8966027,7494707.87758539,1.16415321826935e-10,0,0,0,0,0,0,0,0,0,0,14033336.8966027,0,0,0
0,0,0,0,0,-956823067.560474,228511.241409366,-599767.037819857,-599767.037819857,-228511.241409366,0,0,0,1.16415321826935e-10,958022601.636114,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1914245902.15877,228511.241409366,0,0,-599767.037819857,228511.241409366,0,-956823067.560474,0,0,0,0,0,0
