0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228511.241409366,14637834.018362,0,0,-228511.241409366,56931.6536843576,1650848.8762965,0,0,0,-14033336.8966027,-3.72529029846191e-09,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1117375.20062434,0,0,462063.13558434,0,0,0,0,0,-2487304.46647036,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,964583.963790092,0,0,0,0,0,0,0,-1590607.18768206,0,45451.6003880148
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-599767.037819857,-228511.241409366,0,0,1297037968.17492,682412.986755986,0,0,0,-956823067.560474,0,0,-2390877.23927914,910924.228165352
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228511.241409366,56931.6536843576,462063.13558434,0,682412.986755986,8962902.44950061,0,0,1650848.87629651,0,-14033336.8966027,11546032.4301324,-910924.228165352,226110.978301546
0,0,1650848.8762965,0,0,0,0,0,0,0,0,0,-14033336.8966027,0,0,0,1650848.8762965,0,0,0,0,14637834.018362,228511.241409366,56931.6536843576,-228511.241409366,1.86264514923096e-09,14033336.8966027,0,0
0,0,0,-956823067.560474,0,0,0,0,0,0,0,0,0,0,0,-956823067.560474,0,0,0,0,0,228511.241409366,1914245902.15877,228511.241409366,-599767.037819857,0,0,0,0
0,0,0,0,56931.6536843576,-228511.241409366,0,0,0,1650848.8762965,0,0,-14033336.8966027,0,0,0,0,0,0,0,1650848.87629651,56931.6536843576,228511.241409366,14755027.9306316,1.16415321826935e-10,-1.86264514923096e-08,14033336.8966027,0,0
0,0,0,0,228511.241409366,-599767.037819857,0,0,-956823067.560474,0,0,0,0,0,0,0,0,0,0,-956823067.560474,0,-228511.241409366,-599767.037819857,1.16415321826935e-10,1914845669.19659,0,0,0,0
0,-14033336.8966027,14033336.8966027,0,-1.86264514923096e-08,0,14033336.8966027,0,0,14033336.8966027,1.86264514923096e-09,0,-176797945.15405,14033336.8966027,0,0,-14033336.8966027,0,0,0,-14033336.8966027,1.86264514923096e-09,0,-1.86264514923096e-08,0,353595890.3081,-176797945.15405,0,-14033336.8966027
0,-3.72529029846191e-09,0,0,14033336.8966027,0,0,0,0,0,14033336.8966027,0,0,0,0,0,-3.72529029846191e-09,-2487304.46647036,-1590607.18768206,0,11546032.4301324,14033336.8966027,0,14033336.8966027,0,-176797945.15405,275653872.372854,0,13958386.8196963
-599767.037819857,228511.241409366,0,0,0,-956823067.560474,0,0,0,0,0,0,0,0,0,0,0,0,0,-2390877.23927914,-910924.228165352,0,0,0,0,0,0,1297037968.17492,-682412.986755986
-228511.241409366,56931.6536843576,0,0,1650848.87629651,0,0,0,0,0,0,0,0,0,0,0,0,0,45451.6003880148,910924.228165352,226110.978301546,0,0,0,0,-14033336.8966027,13958386.8196963,-682412.986755986,7847668.94732387
