957422834.598294,-228511.241409366,0,0,0,0,0,-956823067.560474,0,0,0,0,0,0,0,0,0,0,0,0,-599767.037819857,-228511.241409366,0,0,0,0,0
-228511.241409366,7377513.96531581,0,0,0,0,1650848.8762965,0,0,0,0,0,0,0,0,0,0,0,0,0,228511.241409366,56931.6536843576,-14033336.8966027,14033336.8966027,0,0,0
0,0,1914845669.19659,1.16415321826935e-10,0,0,228511.241409366,-599767.037819857,-956823067.560474,0,0,0,0,0,0,0,0,0,0,0,-956823067.560474,0,0,0,-228511.241409366,-599767.037819857,0
0,0,1.16415321826935e-10,14755027.9306316,0,0,56931.6536843576,-228511.241409366,0,1650848.8762965,0,0,0,0,0,0,0,0,0,0,0,1650848.8762965,-14033336.8966027,1.86264514923096e-09,56931.6536843576,228511.241409366,14033336.8966027
0,0,0,0,1914245902.15877,-228511.241409366,0,-956823067.560474,-599767.037819857,-228511.241409366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-228511.241409366,14637834.018362,1650848.8762965,0,228511.241409366,56931.6536843576,0,0,0,0,0,0,0,0,0,0,0,0,0,-14033336.8966027,0,0,-3.72529029846191e-09
0,1650848.8762965,228511.241409366,56931.6536843576,0,1650848.8762965,14637834.018362,-228511.241409366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14033336.8966027,1.86264514923096e-09,0,0,14033336.8966027
-956823067.560474,0,-599767.037819857,-228511.241409366,-956823067.560474,0,-228511.241409366,1914245902.15877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-956823067.560474,0,-599767.037819857,228511.241409366,0,0,957422834.598294,228511.241409366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1650848.8762965,-228511.241409366,56931.6536843576,0,0,228511.241409366,7377513.96531581,0,0,0,0,0,0,0,0,0,0,0,0,0,-14033336.8966027,0,0,14033336.8966027
0,0,0,0,0,0,0,0,0,0,7494707.87758539,1.16415321826935e-10,0,0,0,0,0,0,228511.241409366,56931.6536843576,-228511.241409366,56931.6536843576,-14033336.8966027,14033336.8966027,1650848.8762965,0,0
0,0,0,0,0,0,0,0,0,0,1.16415321826935e-10,958022601.636114,0,0,0,0,0,0,-599767.037819857,-228511.241409366,-599767.037819857,228511.241409366,0,0,0,-956823067.560474,0
0,0,0,0,0,0,0,0,0,0,0,0,957422834.598294,-228511.241409366,0,0,-599767.037819857,-228511.241409366,0,0,0,0,0,0,0,-956823067.560474,0
0,0,0,0,0,0,0,0,0,0,0,0,-228511.241409366,7377513.96531581,0,0,228511.241409366,56931.6536843576,0,0,0,0,0,-14033336.8966027,1650848.8762965,0,14033336.8966027
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1914245902.15877,228511.241409366,-956823067.560474,0,-956823067.560474,0,0,0,0,0,228511.241409366,-599767.037819857,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,228511.241409366,14637834.018362,0,1650848.8762965,0,1650848.8762965,0,0,-14033336.8966027,1.86264514923096e-09,56931.6536843576,-228511.241409366,14033336.8966027
0,0,0,0,0,0,0,0,0,0,0,0,-599767.037819857,228511.241409366,-956823067.560474,0,1914245902.15877,228511.241409366,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-228511.241409366,56931.6536843576,0,1650848.8762965,228511.241409366,14637834.018362,0,0,0,0,0,-14033336.8966027,0,0,-3.72529029846191e-09
0,0,0,0,0,0,0,0,0,0,228511.241409366,-599767.037819857,0,0,-956823067.560474,0,0,0,957422834.598294,228511.241409366,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,56931.6536843576,-228511.241409366,0,0,0,1650848.8762965,0,0,228511.241409366,7377513.96531581,0,0,-14033336.8966027,14033336.8966027,0,0,0
-599767.037819857,228511.241409366,-956823067.560474,0,0,0,0,0,0,0,-228511.241409366,-599767.037819857,0,0,0,0,0,0,0,0,958022601.636114,1.16415321826935e-10,0,0,0,0,0
-228511.241409366,56931.6536843576,0,1650848.8762965,0,0,0,0,0,0,56931.6536843576,228511.241409366,0,0,0,0,0,0,0,0,1.16415321826935e-10,7494707.87758539,-14033336.8966027,14033336.8966027,0,0,0
0,-14033336.8966027,0,-14033336.8966027,0,0,-14033336.8966027,0,0,0,-14033336.8966027,0,0,0,0,-14033336.8966027,0,0,0,-14033336.8966027,0,-14033336.8966027,176797945.15405,-176797945.15405,-14033336.8966027,0,0
0,14033336.8966027,0,1.86264514923096e-09,0,-14033336.8966027,1.86264514923096e-09,0,0,-14033336.8966027,14033336.8966027,0,0,-14033336.8966027,0,1.86264514923096e-09,0,-14033336.8966027,0,14033336.8966027,0,14033336.8966027,-176797945.15405,353595890.3081,1.86264514923096e-09,0,-176797945.15405
0,0,-228511.241409366,56931.6536843576,0,0,0,0,0,0,1650848.8762965,0,0,1650848.8762965,228511.241409366,56931.6536843576,0,0,0,0,0,0,-14033336.8966027,1.86264514923096e-09,14755027.9306316,1.16415321826935e-10,14033336.8966027
0,0,-599767.037819857,228511.241409366,0,0,0,0,0,0,0,-956823067.560474,-956823067.560474,0,-599767.037819857,-228511.241409366,0,0,0,0,0,0,0,0,1.16415321826935e-10,1914845669.19659,0
0,0,0,14033336.8966027,0,-3.72529029846191e-09,14033336.8966027,0,0,14033336.8966027,0,0,0,14033336.8966027,0,14033336.8966027,0,-3.72529029846191e-09,0,0,0,0,0,-176797945.15405,14033336.8966027,0,265196917.731075
